precip	MIROC5	RCP60	REGRESION	decimas	1
P11336	40.957	-2.821	182	geo	2006	2100	-1
P11336 2006 1 0 7 0 8 0 14 4 8 13 6 14 60 136 64 30 82 53 63 43 0 0 5 20 0 8 0 11 16 25 26 0
P11336 2006 2 0 37 32 0 0 0 0 0 0 0 0 18 33 36 0 26 18 0 0 32 0 15 12 0 5 4 0 9 -999 -999 -999
P11336 2006 3 28 45 57 77 77 68 77 73 46 30 48 37 25 22 0 44 83 80 62 27 44 30 33 24 27 0 23 35 57 37 59
P11336 2006 4 22 29 25 0 20 0 0 34 13 0 0 0 0 0 8 0 16 0 0 0 0 2 5 12 17 0 43 43 30 25 -999
P11336 2006 5 0 0 20 26 24 43 0 0 6 0 0 0 23 0 0 13 20 0 16 21 9 3 6 0 0 0 0 14 0 0 0
P11336 2006 6 0 0 0 0 0 0 0 0 0 0 11 16 18 0 0 0 13 12 0 9 0 0 0 0 0 13 0 15 12 0 -999
P11336 2006 7 22 16 0 0 0 22 0 25 11 0 0 0 16 0 0 0 0 6 10 0 0 0 0 0 14 29 0 0 0 0 0
P11336 2006 8 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 13 0 0 8 0 16 19
P11336 2006 9 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 7 0 13 0 25 0 9 0 0 0 11 -999
P11336 2006 10 0 0 0 7 0 4 0 0 12 0 13 14 19 0 22 0 0 0 8 0 0 0 0 7 0 17 0 0 14 0 0
P11336 2006 11 0 0 0 11 0 0 0 24 0 5 0 0 0 2 0 0 0 0 0 9 25 21 21 0 17 8 0 3 0 0 -999
P11336 2006 12 0 0 0 0 0 8 19 40 33 20 22 24 26 20 40 63 22 0 0 0 17 37 79 48 32 32 0 17 20 21 11
P11336 2007 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 11 23 23 0 22 0 21 16
P11336 2007 2 0 0 0 0 0 11 24 72 141 110 27 22 15 0 0 0 17 31 23 0 26 24 38 28 25 21 0 28 -999 -999 -999
