5 anys més plujosos:
2022, 12.73
2092, 12.50
2054, 12.05
2081, 11.81
2027, 11.74
5 anys menys plujosos:
2097, 5.42
2087, 5.22
2076, 5.22
2079, 4.97
2096, 4.61
5 anys amb més variació interanual:
2091-2092, 107.17%
2079-2080, 70.49%
2082-2083, 65.79%
2055-2056, 49.30%
2029-2030, 47.33%
5 anys amb menys variació interanual:
2092-2093, -38.24%
2095-2096, -42.97%
2078-2079, -46.32%
2081-2082, -46.52%
2022-2023, -49.90%
