5 anys més plujosos:
2019, 29.94
2022, 29.79
2006, 28.78
2027, 27.23
2092, 25.26
5 anys menys plujosos:
2098, 8.61
2072, 8.29
2097, 7.83
2076, 6.67
2079, 5.86
5 anys amb més variació interanual:
2079-2080, 188.41%
2072-2073, 138.15%
2091-2092, 116.78%
2076-2077, 106.86%
2021-2022, 97.43%
5 anys amb menys variació interanual:
2027-2028, -54.05%
2075-2076, -61.46%
2071-2072, -61.79%
2022-2023, -67.68%
2078-2079, -70.73%
