5 anys més plujosos:
2022, 22.33
2092, 22.00
2027, 21.28
2081, 20.76
2030, 20.51
5 anys menys plujosos:
2087, 7.45
2010, 7.03
2096, 7.03
2097, 7.01
2079, 6.89
5 anys amb més variació interanual:
2091-2092, 136.16%
2079-2080, 97.83%
2082-2083, 82.14%
2010-2011, 79.47%
2055-2056, 78.22%
5 anys amb menys variació interanual:
2071-2072, -49.28%
2027-2028, -50.65%
2081-2082, -50.97%
2078-2079, -56.12%
2022-2023, -60.84%
