5 anys més plujosos:
2019, 40.56
2022, 37.90
2027, 37.24
2006, 37.09
2092, 34.16
5 anys menys plujosos:
2072, 11.53
2098, 11.35
2076, 10.61
2079, 9.25
2097, 8.51
5 anys amb més variació interanual:
2079-2080, 133.40%
2072-2073, 115.55%
2091-2092, 93.81%
2082-2083, 91.55%
2021-2022, 91.27%
5 anys amb menys variació interanual:
2075-2076, -55.68%
2071-2072, -59.22%
2027-2028, -63.31%
2078-2079, -66.96%
2022-2023, -67.29%
