5 anys més plujosos:
2022, 15.20
2027, 14.13
2081, 13.05
2006, 13.01
2016, 12.80
5 anys menys plujosos:
2010, 5.73
2076, 5.57
2096, 5.52
2079, 5.40
2097, 5.05
5 anys amb més variació interanual:
2079-2080, 88.98%
2088-2089, 75.08%
2021-2022, 74.79%
2098-2099, 69.73%
2091-2092, 59.53%
5 anys amb menys variació interanual:
2071-2072, -38.52%
2027-2028, -39.43%
2081-2082, -41.10%
2078-2079, -47.52%
2022-2023, -51.76%
