5 anys més plujosos:
2006, 11.03
2027, 10.95
2092, 10.53
2083, 10.42
2022, 10.38
5 anys menys plujosos:
2087, 4.91
2098, 4.69
2097, 4.51
2096, 4.35
2079, 3.83
5 anys amb més variació interanual:
2079-2080, 123.30%
2082-2083, 103.77%
2091-2092, 80.86%
2098-2099, 66.24%
2021-2022, 52.95%
5 anys amb menys variació interanual:
2081-2082, -44.06%
2027-2028, -45.17%
2092-2093, -47.33%
2022-2023, -48.50%
2078-2079, -51.12%
