5 anys més plujosos:
2016, 5.10
2071, 4.86
2037, 4.35
2017, 4.23
2058, 4.22
5 anys menys plujosos:
2067, 2.21
2039, 2.12
2066, 2.07
2097, 2.07
2062, 2.05
5 anys amb més variació interanual:
2039-2040, 82.79%
2082-2083, 80.53%
2015-2016, 59.46%
2069-2070, 51.30%
2047-2048, 40.83%
5 anys amb menys variació interanual:
2061-2062, -31.33%
2058-2059, -32.60%
2083-2084, -33.02%
2071-2072, -33.30%
2037-2038, -33.96%
