5 anys més plujosos:
2022, 12.32
2027, 12.08
2006, 11.62
2056, 11.24
2016, 11.20
5 anys menys plujosos:
2010, 5.58
2023, 5.53
2097, 4.90
2076, 4.80
2079, 4.14
5 anys amb més variació interanual:
2082-2083, 97.83%
2079-2080, 89.77%
2091-2092, 74.88%
2088-2089, 71.64%
2021-2022, 64.13%
5 anys amb menys variació interanual:
2071-2072, -46.13%
2027-2028, -46.43%
2081-2082, -47.03%
2022-2023, -55.07%
2078-2079, -57.49%
