5 anys més plujosos:
2092, 10.82
2022, 10.23
2027, 9.81
2083, 9.61
2031, 9.59
5 anys menys plujosos:
2076, 4.81
2023, 4.76
2098, 4.56
2082, 4.29
2097, 4.02
5 anys amb més variació interanual:
2082-2083, 124.04%
2091-2092, 97.01%
2098-2099, 74.74%
2076-2077, 61.12%
2088-2089, 60.08%
5 anys amb menys variació interanual:
2051-2052, -36.73%
2078-2079, -40.24%
2092-2093, -45.59%
2081-2082, -52.11%
2022-2023, -53.45%
