5 anys més plujosos:
2027, 25.71
2022, 25.55
2092, 24.96
2006, 24.21
2081, 23.13
5 anys menys plujosos:
2010, 9.33
2076, 8.27
2079, 8.13
2096, 7.71
2097, 6.77
5 anys amb més variació interanual:
2091-2092, 123.34%
2079-2080, 113.15%
2097-2098, 95.78%
2082-2083, 79.91%
2055-2056, 65.55%
5 anys amb menys variació interanual:
2027-2028, -47.44%
2095-2096, -49.38%
2071-2072, -49.39%
2078-2079, -56.29%
2022-2023, -60.55%
