5 anys més plujosos:
2092, 13.26
2022, 12.82
2027, 12.68
2019, 12.40
2006, 12.39
5 anys menys plujosos:
2082, 5.68
2076, 5.57
2098, 5.43
2086, 5.42
2097, 4.67
5 anys amb més variació interanual:
2082-2083, 105.33%
2091-2092, 94.89%
2021-2022, 74.80%
2076-2077, 71.16%
2098-2099, 66.87%
5 anys amb menys variació interanual:
2071-2072, -39.77%
2027-2028, -40.15%
2022-2023, -50.84%
2081-2082, -50.88%
2092-2093, -53.06%
