5 anys més plujosos:
2027, 13.68
2006, 13.37
2022, 13.36
2031, 12.82
2081, 12.71
5 anys menys plujosos:
2076, 6.05
2086, 5.93
2096, 5.35
2097, 5.24
2079, 4.78
5 anys amb més variació interanual:
2079-2080, 107.56%
2091-2092, 83.55%
2082-2083, 68.36%
2098-2099, 59.95%
2055-2056, 55.14%
5 anys amb menys variació interanual:
2092-2093, -39.40%
2027-2028, -42.69%
2081-2082, -42.94%
2022-2023, -48.70%
2078-2079, -58.21%
