5 anys més plujosos:
2041, 22.35
2022, 20.57
2027, 19.76
2039, 18.94
2006, 18.46
5 anys menys plujosos:
2021, 11.61
2034, 11.52
2010, 11.30
2028, 11.16
2023, 10.61
5 anys amb més variació interanual:
2021-2022, 77.19%
2040-2041, 52.02%
2038-2039, 44.71%
2029-2030, 30.85%
2025-2026, 30.52%
5 anys amb menys variació interanual:
2020-2021, -24.56%
2006-2007, -26.55%
2033-2034, -30.43%
2027-2028, -43.52%
2022-2023, -48.40%
