5 anys més plujosos:
2022, 13.64
2006, 13.34
2027, 13.29
2016, 12.32
2092, 12.26
5 anys menys plujosos:
2097, 6.34
2076, 6.27
2098, 5.99
2096, 5.90
2079, 5.03
5 anys amb més variació interanual:
2079-2080, 71.59%
2082-2083, 67.83%
2091-2092, 67.27%
2021-2022, 65.35%
2055-2056, 54.27%
5 anys amb menys variació interanual:
2081-2082, -40.06%
2092-2093, -41.59%
2027-2028, -46.62%
2022-2023, -48.14%
2078-2079, -51.73%
