5 anys més plujosos:
2027, 19.58
2022, 19.25
2039, 17.71
2092, 17.44
2056, 17.24
5 anys menys plujosos:
2060, 8.41
2098, 7.54
2097, 7.49
2096, 7.40
2079, 6.82
5 anys amb més variació interanual:
2079-2080, 87.90%
2021-2022, 83.10%
2091-2092, 69.43%
2082-2083, 57.93%
2088-2089, 55.85%
5 anys amb menys variació interanual:
2083-2084, -38.70%
2092-2093, -41.13%
2027-2028, -48.94%
2022-2023, -50.97%
2078-2079, -55.02%
