precip	MIROC5	RCP60	REGRESION	decimas	1
P10583	40.749	-5.472	182	geo	2006	2100	-1
P10583 2006 1 0 7 0 7 0 15 0 0 0 7 17 65 117 30 41 63 53 48 28 11 5 10 17 0 10 0 14 0 24 27 0
P10583 2006 2 0 49 0 17 0 0 7 0 0 0 0 18 21 22 22 0 14 8 18 19 11 9 8 7 0 3 0 10 -999 -999 -999
P10583 2006 3 29 45 64 77 64 0 67 66 41 36 46 0 0 21 26 50 84 79 58 34 37 31 30 24 27 29 29 36 43 33 36
P10583 2006 4 0 0 0 27 18 0 0 0 5 0 3 0 10 0 10 0 16 0 0 0 0 0 0 0 23 0 42 32 22 21 -999
P10583 2006 5 18 0 19 27 0 39 20 12 0 0 0 0 0 0 0 11 0 10 16 15 6 0 0 9 0 6 0 0 0 0 0
P10583 2006 6 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 12 0 17 0 0 0 0 0 0 0 0 0 0 0 0 -999
P10583 2006 7 19 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P10583 2006 8 0 0 0 0 0 0 0 0 0 14 13 0 0 0 0 0 0 0 14 0 0 0 0 0 15 12 0 0 15 23 0
P10583 2006 9 0 0 0 0 0 12 8 0 22 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 6 6 10 11 0 -999
P10583 2006 10 0 0 0 16 0 0 0 0 0 17 0 0 0 23 0 17 0 9 0 0 0 0 0 12 20 17 0 20 13 11 0
P10583 2006 11 0 11 0 0 0 0 31 25 13 0 0 0 0 0 0 0 5 3 0 10 13 13 18 25 0 7 0 0 0 0 -999
P10583 2006 12 0 0 0 0 0 0 14 46 52 0 0 0 23 22 51 61 0 0 0 0 0 37 68 34 0 34 26 25 32 22 13
P10583 2007 1 14 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 7 10 0 8 13 14 15 11
P10583 2007 2 0 0 15 14 0 8 18 56 112 74 21 17 0 8 0 0 0 27 0 0 0 22 31 23 32 28 32 22 -999 -999 -999
P10583 2007 3 17 0 0 41 45 0 0 0 0 0 0 28 36 51 25 14 19 14 12 0 0 16 4 5 0 0 9 5 0 0 2
P10583 2007 4 2 0 0 0 0 13 4 0 3 6 0 0 37 0 0 17 26 38 38 27 22 16 25 23 0 11 0 0 3 0 -999
P10583 2007 5 0 0 0 22 43 16 12 0 0 0 0 0 0 0 18 15 0 0 22 13 0 0 0 0 0 0 0 0 0 0 17
